Omaha	France	30/5/1957	99594	4	Single	Human Resources	67	false	true	elit.pellentesque.a@ut.org	19, 33, 45, 13, 37	false	false	9-17	6	earth	rooster	scorpio	OldLace	RosyBrown	LG 42LF65	auburn	green	black	cat	false	15-20	false	false	4-8	64	Cadillac	country, ethnic-folk, hiphop, classical	windows	sony-ericsson	vodafone	Seiko	Ba&#287;c&#305;lar	at	false	false	true	true	false	male	3-4/week	yes sure	true	8	yes	yes	football, running, golf, weight training	1	0	5000-9999	5-9	false	true	true	true	true	false	false	true	false	true	2500-4999	local	false	true	7	15-45
Tulsa	Yemen	8/8/1989	23136	3	Divorced	Sales and Marketing	37	false	false	urna.justo@Mauris.ca	41, 33, 15, 45, 31	true	true	36-44	6	earth	tiger	aquarius	WhiteSmoke, GreenYellow, DarkTurquoise	LimeGreen	PHILIPS CINEOS 42PFL9632D	auburn	amber	black	bird	true	9-14	false	true	16-49	120	Lamborghini	r&b-soul, classical, pop	mac-os x	siemens	turkcell	Disney	Zeytinburnu	at	false	false	true	false	false	male	once a week	maybe	false	17	no	yes	walking, squash	3	1000-4999	500-999	5-9	false	false	true	false	true	false	false	false	true	true	1000-2499	local	false	false	10	0-5
Elmira	Vanuatu	29/9/1975	70010	7	Single	Customer Service	17	true	false	iaculis.quis@liberoMorbi.edu	9, 13, 21, 27, 29	true	true	63-71	10	metal	horse	sagittarius	Aquamarine, DarkRed, White, Gainsboro, DarkOliveGreen	SlateGray	SHARP AQUOS LC-46XL1E	red	red-violet	olive	cat	false	21-31	true	true	0	108	Suzuki	rock, r&b-soul, blues, dance-electronica, jazz	mac-os x	sony-ericsson	vodafone	Tommy Hilfiger	Eyüp	avrat	false	false	false	true	false	male	not applicable	maybe	true	11	no	yes	walking	1	1000-4999	500-999	0	true	true	true	true	false	false	true	false	true	false	500-999	local	true	false	4	0-5
Orlando	Saint Helena	6/11/1925	53986	7	Single	Customer Relations	31	false	false	Mauris@tempor.edu	39, 31, 5, 29, 41	true	true	36-44	6	water	dragon	pisces	Snow	DarkGrey	SONY BRAVIA KDL-46X2000	black	red-violet	olive	cat	true	21-31	true	false	16-49	101	Subaru 	jazz, blues, hiphop	linux	lg	turkcell	Calvin Klein	Beykoz	at	false	false	true	false	false	male	3-4/week	maybe	true	16	yes	yes		6	100-499	500-999	10-19	false	false	true	false	false	true	false	true	true	false	500-999	local	false	false	2	15-45
Cudahy	Australia	30/7/1982	00316	4	Divorced	Customer Service	7	false	false	eget.mollis@Nullaegetmetus.com	37, 1, 47, 25, 33	true	true	18-23	1	earth	sheep	libra	LightCyan, Sienna, MediumPurple	Lime	TOSHIBA REGZA 47Z3000D	gray-white	green	brown	dog	false	15-20	false	true	0	70	Chevrolet		mac-os x	sony-ericsson	turkcell	Diesel	Silivri	at	false	true	true	false	true	female	once a month	dont know	true	4	no	no	golf	5	0	1000-2499	0	true	true	true	false	false	true	false	false	false	false	0	global	false	true	8	45+
Oswego	Slovakia	9/2/1950	79691	2	Married	Payroll	97	false	true	ullamcorper.nisl@faucibusMorbi.com	1, 11, 3, 35, 15	true	false	72-80	8	fire	tiger	leo	Orange, ForestGreen, MediumTurquoise	DarkSalmon	SAMSUNG TUL&#304;P LE-37M86BD	black	amber	black	dog	false	21-31	true	false	100-499	101	Lamborghini	hiphop, reggae, funk, rock	linux	motorola	vodafone	Bering	Sultanbeyli	avrat	false	true	true	true	false	male	once per 15 days	dont know	true	15	yes	no	football	4	10000+	2500-4999	0	true	false	true	true	true	false	false	true	true	false	0	global	false	true	8	0-5
Columbus	Turkmenistan	21/3/1960	48966	8	Common-Law	Quality Assurance	17	true	true	non.leo.Vivamus@vitaealiquameros.org	13, 33, 43, 27, 3	true	true	54-62	9	metal	horse	taurus	Khaki, Sienna, LemonChiffon	Chocolate	TOSHIBA REGZA 47WLT66	gray-white	hazel	brown	cat	true	0	false	false	9-15	88	Cadillac	blues, funk, country, jazz	windows	apple	turkcell	Royal London	Arnavutköy	silah	true	true	true	false	true	female	twice a day	dont know	true	15	no	no	fitness, squash	2	0	10000+	10-19	false	false	false	true	true	false	false	false	true	false	0	none	true	false	7	5-15
Rancho Palos Verdes	Liechtenstein	1/1/1988	56164	1	Married	Payroll	11	false	true	fringilla.porttitor@dapibus.edu	43, 47, 31, 49, 23	false	true	72-80	8	water	pig	virgo	DarkMagenta, Plum, DarkOrchid, Ivory, LavenderBlush	LightSkyBlue	PHILIPS CINEOS 42PFL9632D	gray-white	green	olive	dog	true	15-20	false	true	100-499	34	Lamborghini	pop	linux	samsung	vodafone	Braun	Arnavutköy	silah	false	true	false	true	true	male	3-4/week	dont know	false	16	no	yes		5	100-499	5000-9999	0	false	false	true	true	false	false	false	true	true	true	2500-4999	local	true	false	7	15-45
Belpre	Svalbard and Jan Mayen	3/1/1996	31830	8	Married	Tech Support	83	false	true	ipsum.cursus.vestibulum@erosnonenim.com	13, 37, 3, 1, 7	false	false	18-23	7	earth	rabbit	gemini		OliveDrab	SAMSUNG TUL&#304;P LE-40M86BD	chestnut	hazel	black	dog	true	0	false	true	1-3	62	Subaru 	hiphop, alternative	linux	sony-ericsson	avea	Shark	Zeytinburnu	at	false	true	true	false	false	female	daily once	yes sure	false	3	yes	no	football, tennis	8	1000-4999	1000-2499	5-9	true	false	true	true	true	false	false	false	true	false	500-999	global	true	true	4	45+
Muncie	Congo	8/10/1944	27180	1	Married	Finances	71	true	false	cursus@sitamet.ca	11, 41, 29, 31, 35	true	false	45-53	10	earth	rooster	pisces	SlateGrey, YellowGreen	Beige	PHILIPS CINEOS 47PFL5432D	chestnut	hazel	fair	bird	true	21-31	true	true	1-3	120	Honda	dance-electronica, reggae, rock, country	linux	siemens	vodafone	Seiko	&#350;ile	at	true	false	false	false	true	male	not applicable	yes sure	false	14	no	yes	fishing, golf	3	1000-4999	500-999	5-9	false	false	true	false	true	true	true	false	false	true	5000-9999	global	true	true	1	5-15
Murray	Netherlands	3/4/1954	32847	10	Divorced	Payroll	17	false	true	luctus.vulputate.nisi@nuncac.edu	47, 21, 25, 37, 19	true	false	18-23	5	water	rabbit	leo		DarkCyan	SONY BRAVIA KDL-40X2000	red	blue	brown	bird	false	1-3	true	true	1-3	49	Ferrari		linux	htc	avea	Polar	Pendik	silah	true	true	true	false	false	female	once a month	maybe	true	9	no	no	football, walking, squash, tennis	7	500-999	0	5-9	true	true	true	true	false	true	true	true	true	true	5000-9999	none	false	true	5	0-5
La Verne	American Samoa	5/1/1983	52540	8	Married	Human Resources	23	true	false	enim.Curabitur.massa@faucibusorciluctus.org	9, 35, 31, 45, 39	true	false	45-53	3	wood	dog	pisces	MediumBlue, DarkTurquoise, Pink	PapayaWhip	SHARP AQUOS LC-52XD1E	gray-white	hazel	brown	cat	false	21-31	false	true	16-49	60	Audi	alternative, rock, world, funk, ethnic-folk	linux	htc	turkcell	DKNY	Avc&#305;lar	silah	false	true	false	false	true	male	once a month	dont know	false	18	yes	yes	walking, squash, weight training	4	500-999	10000+	10-19	true	true	false	true	true	false	false	true	true	true	1000-2499	none	true	true	9	0-5
Kenner	Kenya	17/8/1949	09792	7	Single	Finances	79	true	true	libero@etipsum.edu	45, 13, 25, 27, 49	false	true	18-23	6	fire	sheep	virgo	Olive	DarkCyan	SAMSUNG TUL&#304;P LE-46F71B	blond	green	olive	cat	true	0	true	true	50-99	67	Cadillac	r&b-soul, country, dance-electronica	linux	siemens	turkcell	Citizen	Sultangazi	at	false	false	true	false	false	female	not applicable	dont know	false	8	no	no	weight training, fishing, squash	1	5000-9999	1000-2499	1-4	false	true	true	false	false	false	true	false	false	false	0	local	true	true	8	5-15
Cairo	Mali	22/2/1983	54335	4	Divorced	Research and Development	29	true	true	erat@Aliquamtincidunt.org	3, 29, 37, 31, 41	true	true	18-23	1	wood	dragon	gemini	SpringGreen	Ivory	PHILIPS CINEOS 42PFL9732D	gray-white	hazel	light	bird	false	4-8	true	false	1-3	55	Chevrolet	pop, alternative	linux	htc	avea	Bering	Sar&#305;yer	silah	true	true	false	false	false	female	once a week	maybe	false	5	yes	yes		2	500-999	500-999	20-49	true	false	true	true	false	true	true	true	false	true	2500-4999	global	true	false	8	45+
Fall River	Norway	24/1/1969	14772	6	Common-Law	Public Relations	59	true	true	varius.Nam.porttitor@liberoest.edu	33, 7, 1, 37, 13	false	true	36-44	5	wood	dog	taurus	MediumVioletRed, Linen	DarkSlateGray	Sharp AQUOS LC-52HD1E	chestnut	green	light	dog	true	0	false	false	1-3	113	Chrysler	rock, alternative, pop	mac-os x	blackberry	vodafone	Victorinox	Kâ&#287;&#305;thane	avrat	true	false	true	false	true	male	3-4/week	yes sure	false	4	no	no	golf, fitness	6	500-999	1000-2499	5-9	false	true	true	false	true	true	true	false	true	false	5000-9999	local	false	false	3	5-15
Calumet City	Syrian Arab Republic	10/8/1937	25143	6	Divorced	Customer Relations	43	true	true	lacus@quispede.ca	23, 29, 9, 17, 15	false	false	24-35	7	metal	pig	aries		Thistle	PHILIPS CINEOS 52PFL9632D	black	hazel	medium	cat	false	0	false	false	16-49	35	Acura		windows	motorola	avea	Versace	Küçükçekmece	at	true	true	false	false	false	female	once per 15 days	dont know	false	13	no	yes	fishing	5	100-499	500-999	20-49	false	true	true	false	true	false	false	false	true	true	500-999	local	true	false	7	15-45
Aurora	Brazil	17/4/1929	59323	7	Single	Advertising	41	true	true	ornare.libero@pedeblanditcongue.org	11, 39, 17, 47, 1	false	true	9-17	2	wood	monkey	cancer	Fuchsia, Yellow	DarkGrey	Sharp AQUOS LC-52HD1E	brown	green	light	dog	true	21-31	true	true	4-8	33	Mercedes-Benz	classical, hiphop, world	linux	nokia	vodafone	Adidas	Tuzla	silah	false	false	true	true	true	male	3-4/week	yes sure	false	17	yes	yes	weight training, football, cycling, running, swimming	5	1-99	2500-4999	5-9	true	false	false	false	true	false	true	true	true	true	1000-2499	none	false	true	5	0-5
Midwest City	Dominica	30/9/1929	56259	5	Divorced	Human Resources	83	false	true	dolor@Etiam.ca	1, 5, 13, 39, 35	false	false	0-8	6	water	monkey	capricorn	OrangeRed, BurlyWood, Chartreuse	Peru	SONY KDL BRAVIA 52W3000	red	red-violet	black	bird	true	15-20	false	true	50-99	112	Ferrari		mac-os x	nokia	avea	Victorinox	Bak&#305;rköy	silah	false	false	false	true	true	female	not applicable	yes sure	false	2	yes	yes	cycling, fishing, weight training, walking	7	10000+	1000-2499	0	false	true	true	false	false	true	true	true	true	false	0	global	false	true	7	15-45
Saint Albans	Japan	9/10/1990	88365	6	Common-Law	Customer Service	13	true	false	justo.nec@pedeCum.ca	5, 7, 37, 41, 35	false	false	45-53	7	fire	monkey	libra	LightCoral	Khaki	JVC LT-42X688	black	amber	olive	bird	true	0	false	false	0	46	Lexus	classical	windows	htc	vodafone	Citizen	&#350;ile	avrat	true	true	false	true	false	female	not applicable	dont know	true	10	yes	no	tennis	8	0	5000-9999	10-19	true	false	false	false	false	false	true	true	true	true	5000-9999	local	false	false	2	45+
Kahului	Mauritius	1/10/1934	27747	1	Divorced	Finances	29	false	true	vitae@tellusimperdiet.com	37, 7, 13, 29, 5	true	false	54-62	10	metal	dog	virgo	LightSlateGrey, DarkBlue, Olive, Aquamarine	BlanchedAlmond	PHILIPS CINEOS 42PFL7432D	gray-white	brown	black	bird	true	15-20	true	true	9-15	47	Ferrari		mac-os x	sony-ericsson	vodafone	Zodiac	Maltepe	avrat	false	false	true	false	false	female	twice a day	maybe	false	1	no	yes	football, walking, running, cycling	8	1-99	500-999	5-9	true	false	true	true	true	false	true	true	false	false	500-999	global	true	true	1	5-15
Mason City	Barbados	8/12/1969	32264	7	Divorced	Tech Support	83	false	false	convallis@sociosqu.ca	31, 13, 47, 27, 15	false	false	24-35	10	earth	rooster	leo	LightBlue, GoldenRod, Chartreuse, DarkViolet, Orange	CadetBlue	JVC LT-42X788	gray-white	blue	olive	bird	false	21-31	true	false	100-499	84	Ferrari	hiphop, classical, jazz, pop	mac-os x	blackberry	turkcell	Boss	Silivri	at	true	true	true	false	true	female	once per 15 days	maybe	true	8	no	yes	golf, cycling, football, fishing, fitness	8	10000+	1000-2499	1-4	false	true	true	true	false	false	true	false	true	true	0	global	true	true	3	0-5
Kettering	Madagascar	7/2/1981	00876	2	Divorced	Tech Support	73	true	true	mi.fringilla.mi@convallisdolor.edu	25, 35, 17, 1, 7	true	true	24-35	3	earth	dragon	sagittarius	Lavender, DimGrey	FloralWhite	TOSHIBA REGZA 47HL167	blond	red-violet	light	bird	true	15-20	true	true	100-499	43	Porsche	world, country, blues	linux	motorola	turkcell	Pulsar	Zeytinburnu	at	false	false	true	false	true	female	once per 15 days	dont know	false	3	no	yes		5	5000-9999	500-999	1-4	false	false	false	false	false	false	true	true	false	true	2500-4999	local	false	false	1	0-5
Del Rio	Guinea	22/12/1925	39689	7	Divorced	Advertising	61	false	true	auctor@molestiepharetranibh.ca	17, 21, 25, 37, 13	false	true	72-80	3	fire	rabbit	gemini	Indigo, RosyBrown, LightSlateGray	SeaShell	SONY KDL BRAVIA 52W3000	chestnut	amber	black	dog	true	9-14	false	false	100-499	66	Acura	alternative, jazz, classical, world	mac-os x	apple	avea	Braun	Sultangazi	silah	false	false	false	true	true	male	not applicable	yes sure	true	3	no	yes	swimming, fishing, golf	3	100-499	0	0	false	true	true	true	false	true	true	false	true	false	5000-9999	none	false	false	5	15-45
San Diego	Bosnia and Herzegovina	6/2/1966	67733	1	Divorced	Accounting	43	false	true	pede.sagittis@posuerecubilia.edu	15, 7, 41, 33, 1	true	true	18-23	6	fire	snake	virgo	PeachPuff, LightCoral, LemonChiffon	MediumOrchid	PHILIPS CINEOS 42PFL7662D	red	gray	olive	bird	false	1-3	true	false	4-8	40	Porsche	jazz, dance-electronica	linux	siemens	vodafone	Adidas	Sar&#305;yer	silah	false	false	false	false	false	male	once a month	maybe	true	18	yes	no	walking, tennis	1	1-99	1000-2499	0	false	true	false	true	false	false	true	false	true	false	1000-2499	global	true	false	7	45+
Gadsden	Honduras	5/7/1929	14052	7	Divorced	Legal Department	61	true	false	ligula.tortor@egestasSed.edu	15, 29, 21, 13, 17	true	false	9-17	9	wood	dragon	sagittarius		Gainsboro	SAMSUNG TUL&#304;P LE-37M87BD	red	green	black	bird	false	21-31	false	true	100-499	108	Audi	country, rock	windows	htc	turkcell	Swiss Eagle	Kartal	silah	true	true	false	true	false	male	3-4/week	maybe	false	2	no	yes	fishing, tennis, cycling	1	0	0	10-19	true	true	true	true	false	false	true	false	false	true	5000-9999	global	false	false	4	5-15
Clovis	Yemen	31/5/1969	71978	8	Single	Finances	83	false	true	nulla@aliquet.ca	45, 33, 11, 17, 29	true	false	45-53	1	wood	pig	pisces	DarkMagenta	MidnightBlue	LG 37LY95	auburn	gray	olive	dog	true	0	false	false	9-15	81	BMW	hiphop, jazz, rock, funk, country	linux	motorola	turkcell	Adidas	Çatalca	silah	false	false	true	true	true	male	daily once	yes sure	false	10	no	yes	running, fishing, football, swimming, squash	2	1000-4999	2500-4999	1-4	true	true	false	false	true	false	false	true	false	false	2500-4999	local	false	true	7	0-5
Highland Park	Tokelau	2/12/1941	35871	8	Common-Law	Human Resources	17	true	true	mattis.velit@libero.org	21, 39, 29, 31, 47	true	false	36-44	3	earth	dragon	aries	Snow, MediumAquaMarine, LemonChiffon, DarkRed	Orchid	PANASONIC VIERA TH-58PZ700U	black	blue	olive	cat	false	9-14	true	true	100-499	75	Toyota		linux	apple	vodafone	Tommy Hilfiger	Sar&#305;yer	silah	false	true	true	false	true	male	once per 15 days	dont know	true	3	no	no	weight training, swimming, walking, golf, football	2	10000+	1000-2499	10-19	false	false	true	false	false	true	false	false	true	true	0	global	true	false	4	15-45
Galveston	Myanmar	26/1/1960	14515	2	Married	Tech Support	7	true	true	non.magna@velturpis.ca	17, 35, 41, 37, 31	true	true	36-44	6	wood	ox	aries	CornflowerBlue, LawnGreen	DarkKhaki	SAMSUNG TUL&#304;P 1080p HDMI 1.3 100-120 Hz FULL HD LCD TV	blond	hazel	medium	dog	false	15-20	true	false	0	72	BMW	world, country	mac-os x	htc	vodafone	Tommy Hilfiger	Bahçelievler	silah	true	false	false	false	false	female	once a week	maybe	true	13	yes	no	swimming	5	0	2500-4999	0	false	false	false	true	false	false	true	false	true	true	5000-9999	none	true	false	8	0-5
Barrow	Seychelles	12/8/1958	64412	3	Divorced	Quality Assurance	13	true	false	neque.In.ornare@tellus.edu	29, 9, 43, 19, 1	false	false	9-17	2	earth	ox	pisces	PowderBlue, LightSalmon, FloralWhite, Chartreuse, LightSlateGrey	LightPink	SHARP AQUOS LC-46XD1E	chestnut	amber	black	dog	true	0	true	true	16-49	111	Audi	classical	mac-os x	samsung	turkcell	Penguin	&#350;ile	at	true	false	false	false	false	female	3-4/week	yes sure	true	12	yes	no		6	1-99	1000-2499	5-9	true	true	false	true	true	false	false	true	false	true	0	local	false	false	4	15-45
Salem	Antarctica	20/8/1975	09548	6	Single	Public Relations	23	false	false	nisi@urnaet.edu	43, 9, 3, 25, 27	true	true	63-71	8	earth	tiger	gemini	Turquoise, DarkGreen, CornflowerBlue, Chocolate	Orchid	LG 42LF65	black	red-violet	olive	cat	false	9-14	false	true	9-15	74	Dodge	jazz, dance-electronica	windows	lg	avea	Police	&#350;ile	at	true	true	true	true	true	female	once a month	maybe	true	3	no	yes	weight training, walking, tennis	2	1-99	5000-9999	20-49	true	true	false	false	false	true	false	false	false	false	5000-9999	local	true	false	10	5-15
Winston-Salem	Cook Islands	1/5/1996	93931	2	Married	Legal Department	37	true	true	ipsum.sodales@Quisque.edu	45, 1, 49, 11, 15	false	true	9-17	6	fire	tiger	aquarius	LightPink, Wheat	White	LG 42LY95	red	brown	brown	bird	false	0	false	false	0	64	Audi	funk, ethnic-folk, country, r&b-soul, classical	windows	blackberry	turkcell	Oasis	Zeytinburnu	silah	true	false	true	false	true	female	not applicable	maybe	true	16	no	yes		1	1-99	0	0	false	true	false	true	true	true	false	true	false	false	0	global	false	true	3	0-5
Santa Ana	Svalbard and Jan Mayen	19/5/1965	36893	9	Married	Customer Relations	11	false	true	dolor.Fusce.mi@Nunc.edu	15, 27, 49, 3, 39	true	true	24-35	1	earth	monkey	capricorn	SeaShell, LightSeaGreen, DarkSlateBlue, DarkViolet	White	TOSHIBA REGZA 42LX177	red	green	light	bird	false	15-20	false	true	50-99	36	Chevrolet	jazz, r&b-soul, dance-electronica, blues	mac-os x	sony-ericsson	vodafone	Lacoste	Sultangazi	at	false	false	true	false	true	male	once per 15 days	dont know	true	16	yes	no	football, tennis, fishing, walking	4	10000+	5000-9999	10-19	false	false	false	false	true	false	true	false	true	true	5000-9999	none	false	false	8	15-45
Greenfield	Iran, Islamic Republic of	22/3/1930	29374	1	Common-Law	Accounting	67	false	false	tempus.mauris.erat@egestas.org	9, 35, 29, 15, 47	false	false	63-71	2	fire	dog	taurus	HotPink, Khaki, OldLace	MediumVioletRed	TOSHIBA REGZA 57lx177	chestnut	green	black	bird	true	21-31	false	true	4-8	106	Buick	world, alternative, blues, jazz, country	linux	blackberry	avea	Police	Üsküdar	at	false	false	true	true	false	female	3-4/week	dont know	true	11	yes	no		1	0	0	0	false	true	true	false	false	true	false	false	false	false	5000-9999	local	true	true	7	15-45
Owensboro	Peru	18/12/1924	45639	4	Common-Law	Research and Development	23	false	true	a@velsapien.edu	27, 13, 19, 23, 35	true	false	18-23	6	earth	dog	aries	LightCoral, LightBlue, Gainsboro, Gold, PaleGreen	Tan	LG 37LY95	auburn	gray	light	dog	true	1-3	false	false	50-99	95	Lexus	funk, world, rock, hiphop	windows	lg	turkcell	DKNY	Beyo&#287;lu	silah	true	true	true	false	false	male	twice a day	dont know	false	5	no	no	running, tennis, cycling, fitness, weight training	3	100-499	0	5-9	false	false	true	true	false	true	true	false	false	false	2500-4999	global	true	false	6	0-5
Taylorsville	Angola	30/11/1951	14886	3	Common-Law	Public Relations	17	true	false	eu@rhoncusDonec.org	3, 9, 49, 29, 37	true	true	45-53	7	fire	sheep	leo	FloralWhite	PaleGreen	LG 47LY95	blond	brown	olive	dog	true	1-3	false	true	9-15	72	Acura		windows	nokia	vodafone	Tommy Hilfiger	Esenler	avrat	false	false	true	false	true	female	daily once	maybe	false	18	no	yes		8	10000+	10000+	5-9	true	false	true	false	false	true	true	true	false	true	5000-9999	global	false	false	10	5-15
Nome	Mauritania	30/3/1971	12949	4	Divorced	Accounting	71	false	false	mi.felis@lectus.ca	27, 3, 19, 47, 45	true	false	9-17	1	water	rabbit	scorpio	OrangeRed, PaleVioletRed, DarkSeaGreen, LightCyan	Gainsboro	SONY KDL BRAVIA 46X3500	red	hazel	light	bird	true	0	false	false	100-499	44	Lamborghini		windows	lg	turkcell	Polar	Çatalca	at	false	true	true	false	false	female	once per 15 days	dont know	false	2	no	no	running	7	5000-9999	2500-4999	10-19	true	true	false	false	true	false	false	true	true	false	1000-2499	local	true	true	7	5-15
Nichols Hills	Cambodia	17/5/1950	86712	1	Divorced	Customer Relations	97	true	false	eget@lobortisClassaptent.com	45, 15, 19, 1, 33	true	true	63-71	9	fire	horse	aries	Aquamarine	Khaki	SONY BRAVIA KDL-46W2000	chestnut	gray	brown	bird	true	1-3	true	true	100-499	91	Ford		linux	htc	turkcell	Tommy Hilfiger	Kâ&#287;&#305;thane	avrat	false	true	true	true	true	male	once per 15 days	yes sure	true	4	no	yes	fishing	5	1000-4999	1000-2499	5-9	true	false	true	false	true	false	false	true	false	true	5000-9999	local	true	false	3	5-15
Huntington Beach	Chile	3/10/1926	69381	5	Divorced	Sales and Marketing	3	false	false	arcu.Vivamus.sit@etultrices.com	15, 11, 37, 9, 3	true	true	54-62	9	water	snake	pisces	Aqua, WhiteSmoke, Magenta, Salmon, DarkOliveGreen	Lavender	TOSHIBA REGZA 47WLT66	auburn	amber	brown	dog	false	9-14	true	false	50-99	108	Lamborghini	funk, dance-electronica, rock	linux	lg	turkcell	Boss	Bayrampa&#351;a	avrat	true	false	true	false	false	female	not applicable	yes sure	false	19	no	no		4	500-999	1000-2499	0	true	true	false	true	true	true	false	false	true	false	500-999	local	false	false	10	15-45
Portland	Bahamas	21/11/1954	02166	7	Divorced	Human Resources	53	false	true	nec@mienimcondimentum.com	27, 3, 43, 9, 45	true	true	36-44	8	wood	rooster	aquarius	Moccasin	Sienna	SAMSUNG TUL&#304;P LE-37M86BD	gray-white	green	olive	cat	true	0	true	false	16-49	34	Suzuki	jazz, ethnic-folk	linux	htc	vodafone	Calvin Klein	Ba&#287;c&#305;lar	silah	false	false	true	false	false	female	once a month	yes sure	true	6	yes	no		1	0	0	0	true	true	false	false	true	true	false	false	true	false	500-999	global	true	true	5	15-45
Thomasville	Togo	3/7/1997	87736	6	Single	Finances	97	false	true	sagittis@neque.com	25, 45, 35, 37, 15	true	false	9-17	2	metal	pig	scorpio	DarkSlateGrey, CadetBlue	DimGray	TOSHIBA REGZA 47X3030D	blond	green	light	bird	true	21-31	true	true	100-499	75	Hummer	blues, country, jazz, dance-electronica	linux	motorola	turkcell	Bering	Beykoz	avrat	true	false	true	false	false	female	twice a day	maybe	false	6	no	no	swimming, football, squash	2	1000-4999	2500-4999	10-19	true	false	false	true	true	false	true	true	true	true	1000-2499	local	false	true	10	15-45
Santa Clarita	Somalia	3/1/1983	35567	10	Divorced	Customer Service	47	false	false	nisl.Maecenas.malesuada@felis.ca	47, 1, 3, 27, 13	true	false	45-53	2	metal	rooster	taurus		ForestGreen	TOSHIBA REGZA 52LX177	gray-white	hazel	black	bird	true	15-20	true	false	16-49	58	Buick	blues, world, hiphop, classical	mac-os x	htc	vodafone	Versace	Ba&#287;c&#305;lar	at	true	false	false	true	true	female	not applicable	dont know	false	17	no	no	football, swimming	1	1-99	5000-9999	20-49	false	false	true	false	true	false	true	true	true	true	0	none	false	true	4	5-15
Avalon	Belarus	4/10/1962	70789	3	Single	Accounting	3	true	true	Nulla.eget@anteMaecenasmi.edu	33, 11, 39, 25, 45	true	true	9-17	6	wood	rat	libra	DarkSlateGrey, Maroon	MediumOrchid	TOSHIBA REGZA 42Z3000D	red	amber	medium	cat	true	4-8	true	false	16-49	79	Chrysler		windows	lg	turkcell	Hugo Boss	Eyüp	avrat	true	true	false	true	false	male	3-4/week	dont know	false	2	yes	yes	squash	5	500-999	5000-9999	10-19	false	true	false	false	false	true	true	true	true	false	1000-2499	global	true	false	2	5-15
Manhattan	New Caledonia	1/10/1954	85686	5	Common-Law	Customer Service	37	false	true	vitae.diam@nonsapienmolestie.edu	19, 13, 23, 1, 29	false	false	18-23	7	metal	dog	aquarius	DarkRed, FireBrick, Coral	Chocolate	TOSHIBA REGZA 47HL167	black	gray	olive	dog	true	1-3	true	true	1-3	97	Buick	blues	linux	lg	avea	Calvin Klein	&#350;ile	silah	false	true	true	true	true	female	once a month	maybe	true	12	yes	yes		7	1-99	2500-4999	1-4	false	false	true	true	false	true	true	true	true	true	2500-4999	global	false	false	9	5-15
Riverside	India	19/6/1983	44245	9	Divorced	Tech Support	2	true	false	malesuada.vel.convallis@rutrumnonhendrerit.com	31, 29, 49, 15, 43	false	true	54-62	7	water	dragon	scorpio	FireBrick	GreenYellow	PHILIPS CINEOS 42PFL7422D	chestnut	hazel	brown	bird	true	9-14	true	true	16-49	81	Mercedes-Benz		windows	lg	avea	Calvin Klein	Bak&#305;rköy	silah	false	true	true	true	true	female	once a week	yes sure	true	11	no	no		6	100-499	0	1-4	true	true	false	true	true	true	false	false	true	false	500-999	none	true	true	10	45+
New Bedford	Swaziland	2/3/1962	65445	3	Divorced	Asset Management	11	false	false	amet@suscipitnonummy.ca	33, 39, 47, 43, 17	false	false	45-53	6	metal	tiger	taurus	White	SeaShell	SAMSUNG TUL&#304;P LE-40N87BD	black	brown	black	dog	false	9-14	false	true	4-8	90	Hummer		windows	siemens	turkcell	Zodiac	Sultangazi	at	true	false	true	true	false	female	once per 15 days	yes sure	true	3	no	no	fishing	3	500-999	1000-2499	1-4	false	false	false	true	true	false	false	true	false	false	5000-9999	global	true	false	7	5-15
Apple Valley	Korea, Republic of	15/6/1933	73429	2	Married	Customer Relations	11	false	false	montes.nascetur@semperNam.com	27, 17, 37, 49, 39	true	false	36-44	3	wood	tiger	leo		Chartreuse	TOSHIBA REGZA 42LX177	brown	green	light	bird	false	9-14	false	false	100-499	62	Lamborghini	ethnic-folk, world	linux	sony-ericsson	avea	Timex	Kartal	silah	true	false	true	false	true	female	once a month	maybe	true	20	yes	no		7	1-99	1000-2499	5-9	true	false	false	true	false	true	true	false	true	true	5000-9999	none	false	true	1	45+
Macomb	Tunisia	21/10/1954	97818	10	Married	Quality Assurance	7	false	false	fringilla.ornare.placerat@dui.edu	37, 25, 31, 11, 9	true	true	54-62	1	water	tiger	virgo	MidnightBlue, DarkViolet	HoneyDew	SAMSUNG TUL&#304;P LE-52M86BD	gray-white	red-violet	medium	cat	true	21-31	true	false	50-99	59	Porsche		windows	blackberry	avea	Braun	Esenyurt	avrat	true	true	false	false	true	female	once per 15 days	yes sure	false	8	yes	no	fitness, weight training	3	100-499	0	20-49	false	false	false	true	true	true	false	false	false	true	2500-4999	global	false	false	2	45+
Las Cruces	Georgia	23/12/1968	72019	7	Common-Law	Asset Management	79	true	true	cursus.purus@arcuSed.com	27, 35, 19, 23, 29	false	true	54-62	10	wood	rabbit	aquarius	SkyBlue	Green	PHILIPS CINEOS 52PFL9632D	chestnut	brown	fair	cat	false	15-20	false	true	16-49	102	Chrysler		windows	samsung	vodafone	Royal London	&#350;i&#351;li	at	false	true	true	true	false	female	3-4/week	yes sure	false	3	no	yes		3	100-499	5000-9999	0	true	true	false	false	true	true	true	true	true	false	1000-2499	none	false	true	5	45+
